country,year,inflation,month
Austria,2017,2.228,1
Austria,2017,2.228,2
Austria,2017,2.228,3
Austria,2017,2.228,4
Austria,2017,2.228,5
Austria,2017,2.228,6
Austria,2017,2.228,7
Austria,2017,2.228,8
Austria,2017,2.228,9
Austria,2017,2.228,10
Austria,2017,2.228,11
Austria,2017,2.228,12
United States,2017,2.131,1
United States,2017,2.131,2
United States,2017,2.131,3
United States,2017,2.131,4
United States,2017,2.131,5
United States,2017,2.131,6
United States,2017,2.131,7
United States,2017,2.131,8
United States,2017,2.131,9
United States,2017,2.131,10
United States,2017,2.131,11
United States,2017,2.131,12
United Kingdom,2017,2.683,1
United Kingdom,2017,2.683,2
United Kingdom,2017,2.683,3
United Kingdom,2017,2.683,4
United Kingdom,2017,2.683,5
United Kingdom,2017,2.683,6
United Kingdom,2017,2.683,7
United Kingdom,2017,2.683,8
United Kingdom,2017,2.683,9
United Kingdom,2017,2.683,10
United Kingdom,2017,2.683,11
United Kingdom,2017,2.683,12
Germany,2017,1.702,1
Germany,2017,1.702,2
Germany,2017,1.702,3
Germany,2017,1.702,4
Germany,2017,1.702,5
Germany,2017,1.702,6
Germany,2017,1.702,7
Germany,2017,1.702,8
Germany,2017,1.702,9
Germany,2017,1.702,10
Germany,2017,1.702,11
Germany,2017,1.702,12
Belgium,2017,2.225,1
Belgium,2017,2.225,2
Belgium,2017,2.225,3
Belgium,2017,2.225,4
Belgium,2017,2.225,5
Belgium,2017,2.225,6
Belgium,2017,2.225,7
Belgium,2017,2.225,8
Belgium,2017,2.225,9
Belgium,2017,2.225,10
Belgium,2017,2.225,11
Belgium,2017,2.225,12
Denmark,2017,1.058,1
Denmark,2017,1.058,2
Denmark,2017,1.058,3
Denmark,2017,1.058,4
Denmark,2017,1.058,5
Denmark,2017,1.058,6
Denmark,2017,1.058,7
Denmark,2017,1.058,8
Denmark,2017,1.058,9
Denmark,2017,1.058,10
Denmark,2017,1.058,11
Denmark,2017,1.058,12
France,2017,1.166,1
France,2017,1.166,2
France,2017,1.166,3
France,2017,1.166,4
France,2017,1.166,5
France,2017,1.166,6
France,2017,1.166,7
France,2017,1.166,8
France,2017,1.166,9
France,2017,1.166,10
France,2017,1.166,11
France,2017,1.166,12
Norway,2017,1.875,1
Norway,2017,1.875,2
Norway,2017,1.875,3
Norway,2017,1.875,4
Norway,2017,1.875,5
Norway,2017,1.875,6
Norway,2017,1.875,7
Norway,2017,1.875,8
Norway,2017,1.875,9
Norway,2017,1.875,10
Norway,2017,1.875,11
Norway,2017,1.875,12
Luxembourg,2017,2.113,1
Luxembourg,2017,2.113,2
Luxembourg,2017,2.113,3
Luxembourg,2017,2.113,4
Luxembourg,2017,2.113,5
Luxembourg,2017,2.113,6
Luxembourg,2017,2.113,7
Luxembourg,2017,2.113,8
Luxembourg,2017,2.113,9
Luxembourg,2017,2.113,10
Luxembourg,2017,2.113,11
Luxembourg,2017,2.113,12
Italy,2017,1.326,1
Italy,2017,1.326,2
Italy,2017,1.326,3
Italy,2017,1.326,4
Italy,2017,1.326,5
Italy,2017,1.326,6
Italy,2017,1.326,7
Italy,2017,1.326,8
Italy,2017,1.326,9
Italy,2017,1.326,10
Italy,2017,1.326,11
Italy,2017,1.326,12
"San Marino, Republic Of",2017,1.014,1
"San Marino, Republic Of",2017,1.014,2
"San Marino, Republic Of",2017,1.014,3
"San Marino, Republic Of",2017,1.014,4
"San Marino, Republic Of",2017,1.014,5
"San Marino, Republic Of",2017,1.014,6
"San Marino, Republic Of",2017,1.014,7
"San Marino, Republic Of",2017,1.014,8
"San Marino, Republic Of",2017,1.014,9
"San Marino, Republic Of",2017,1.014,10
"San Marino, Republic Of",2017,1.014,11
"San Marino, Republic Of",2017,1.014,12
Sweden,2017,1.867,1
Sweden,2017,1.867,2
Sweden,2017,1.867,3
Sweden,2017,1.867,4
Sweden,2017,1.867,5
Sweden,2017,1.867,6
Sweden,2017,1.867,7
Sweden,2017,1.867,8
Sweden,2017,1.867,9
Sweden,2017,1.867,10
Sweden,2017,1.867,11
Sweden,2017,1.867,12
"Liechtenstein, Principality Of",2017,0.535,1
"Liechtenstein, Principality Of",2017,0.535,2
"Liechtenstein, Principality Of",2017,0.535,3
"Liechtenstein, Principality Of",2017,0.535,4
"Liechtenstein, Principality Of",2017,0.535,5
"Liechtenstein, Principality Of",2017,0.535,6
"Liechtenstein, Principality Of",2017,0.535,7
"Liechtenstein, Principality Of",2017,0.535,8
"Liechtenstein, Principality Of",2017,0.535,9
"Liechtenstein, Principality Of",2017,0.535,10
"Liechtenstein, Principality Of",2017,0.535,11
"Liechtenstein, Principality Of",2017,0.535,12
Canada,2017,1.597,1
Canada,2017,1.597,2
Canada,2017,1.597,3
Canada,2017,1.597,4
Canada,2017,1.597,5
Canada,2017,1.597,6
Canada,2017,1.597,7
Canada,2017,1.597,8
Canada,2017,1.597,9
Canada,2017,1.597,10
Canada,2017,1.597,11
Canada,2017,1.597,12
Switzerland,2017,0.535,1
Switzerland,2017,0.535,2
Switzerland,2017,0.535,3
Switzerland,2017,0.535,4
Switzerland,2017,0.535,5
Switzerland,2017,0.535,6
Switzerland,2017,0.535,7
Switzerland,2017,0.535,8
Switzerland,2017,0.535,9
Switzerland,2017,0.535,10
Switzerland,2017,0.535,11
Switzerland,2017,0.535,12
Japan,2017,0.487,1
Japan,2017,0.487,2
Japan,2017,0.487,3
Japan,2017,0.487,4
Japan,2017,0.487,5
Japan,2017,0.487,6
Japan,2017,0.487,7
Japan,2017,0.487,8
Japan,2017,0.487,9
Japan,2017,0.487,10
Japan,2017,0.487,11
Japan,2017,0.487,12
"Andorra, Principality Of",2017,2.586,1
"Andorra, Principality Of",2017,2.586,2
"Andorra, Principality Of",2017,2.586,3
"Andorra, Principality Of",2017,2.586,4
"Andorra, Principality Of",2017,2.586,5
"Andorra, Principality Of",2017,2.586,6
"Andorra, Principality Of",2017,2.586,7
"Andorra, Principality Of",2017,2.586,8
"Andorra, Principality Of",2017,2.586,9
"Andorra, Principality Of",2017,2.586,10
"Andorra, Principality Of",2017,2.586,11
"Andorra, Principality Of",2017,2.586,12
Ireland,2017,0.259,1
Ireland,2017,0.259,2
Ireland,2017,0.259,3
Ireland,2017,0.259,4
Ireland,2017,0.259,5
Ireland,2017,0.259,6
Ireland,2017,0.259,7
Ireland,2017,0.259,8
Ireland,2017,0.259,9
Ireland,2017,0.259,10
Ireland,2017,0.259,11
Ireland,2017,0.259,12
Greece,2017,1.138,1
Greece,2017,1.138,2
Greece,2017,1.138,3
Greece,2017,1.138,4
Greece,2017,1.138,5
Greece,2017,1.138,6
Greece,2017,1.138,7
Greece,2017,1.138,8
Greece,2017,1.138,9
Greece,2017,1.138,10
Greece,2017,1.138,11
Greece,2017,1.138,12
Iceland,2017,1.768,1
Iceland,2017,1.768,2
Iceland,2017,1.768,3
Iceland,2017,1.768,4
Iceland,2017,1.768,5
Iceland,2017,1.768,6
Iceland,2017,1.768,7
Iceland,2017,1.768,8
Iceland,2017,1.768,9
Iceland,2017,1.768,10
Iceland,2017,1.768,11
Iceland,2017,1.768,12
Finland,2017,0.839,1
Finland,2017,0.839,2
Finland,2017,0.839,3
Finland,2017,0.839,4
Finland,2017,0.839,5
Finland,2017,0.839,6
Finland,2017,0.839,7
Finland,2017,0.839,8
Finland,2017,0.839,9
Finland,2017,0.839,10
Finland,2017,0.839,11
Finland,2017,0.839,12
"Türkiye, Republic Of",2017,11.144,1
"Türkiye, Republic Of",2017,11.144,2
"Türkiye, Republic Of",2017,11.144,3
"Türkiye, Republic Of",2017,11.144,4
"Türkiye, Republic Of",2017,11.144,5
"Türkiye, Republic Of",2017,11.144,6
"Türkiye, Republic Of",2017,11.144,7
"Türkiye, Republic Of",2017,11.144,8
"Türkiye, Republic Of",2017,11.144,9
"Türkiye, Republic Of",2017,11.144,10
"Türkiye, Republic Of",2017,11.144,11
"Türkiye, Republic Of",2017,11.144,12
Portugal,2017,1.556,1
Portugal,2017,1.556,2
Portugal,2017,1.556,3
Portugal,2017,1.556,4
Portugal,2017,1.556,5
Portugal,2017,1.556,6
Portugal,2017,1.556,7
Portugal,2017,1.556,8
Portugal,2017,1.556,9
Portugal,2017,1.556,10
Portugal,2017,1.556,11
Portugal,2017,1.556,12
Malta,2017,1.261,1
Malta,2017,1.261,2
Malta,2017,1.261,3
Malta,2017,1.261,4
Malta,2017,1.261,5
Malta,2017,1.261,6
Malta,2017,1.261,7
Malta,2017,1.261,8
Malta,2017,1.261,9
Malta,2017,1.261,10
Malta,2017,1.261,11
Malta,2017,1.261,12
Spain,2017,2.036,1
Spain,2017,2.036,2
Spain,2017,2.036,3
Spain,2017,2.036,4
Spain,2017,2.036,5
Spain,2017,2.036,6
Spain,2017,2.036,7
Spain,2017,2.036,8
Spain,2017,2.036,9
Spain,2017,2.036,10
Spain,2017,2.036,11
Spain,2017,2.036,12
Australia,2017,1.995,1
Australia,2017,1.995,2
Australia,2017,1.995,3
Australia,2017,1.995,4
Australia,2017,1.995,5
Australia,2017,1.995,6
Australia,2017,1.995,7
Australia,2017,1.995,8
Australia,2017,1.995,9
Australia,2017,1.995,10
Australia,2017,1.995,11
Australia,2017,1.995,12
Bolivia,2017,2.822,1
Bolivia,2017,2.822,2
Bolivia,2017,2.822,3
Bolivia,2017,2.822,4
Bolivia,2017,2.822,5
Bolivia,2017,2.822,6
Bolivia,2017,2.822,7
Bolivia,2017,2.822,8
Bolivia,2017,2.822,9
Bolivia,2017,2.822,10
Bolivia,2017,2.822,11
Bolivia,2017,2.822,12
South Africa,2017,5.294,1
South Africa,2017,5.294,2
South Africa,2017,5.294,3
South Africa,2017,5.294,4
South Africa,2017,5.294,5
South Africa,2017,5.294,6
South Africa,2017,5.294,7
South Africa,2017,5.294,8
South Africa,2017,5.294,9
South Africa,2017,5.294,10
South Africa,2017,5.294,11
South Africa,2017,5.294,12
New Zealand,2017,1.851,1
New Zealand,2017,1.851,2
New Zealand,2017,1.851,3
New Zealand,2017,1.851,4
New Zealand,2017,1.851,5
New Zealand,2017,1.851,6
New Zealand,2017,1.851,7
New Zealand,2017,1.851,8
New Zealand,2017,1.851,9
New Zealand,2017,1.851,10
New Zealand,2017,1.851,11
New Zealand,2017,1.851,12
Colombia,2017,4.312,1
Colombia,2017,4.312,2
Colombia,2017,4.312,3
Colombia,2017,4.312,4
Colombia,2017,4.312,5
Colombia,2017,4.312,6
Colombia,2017,4.312,7
Colombia,2017,4.312,8
Colombia,2017,4.312,9
Colombia,2017,4.312,10
Colombia,2017,4.312,11
Colombia,2017,4.312,12
Argentina,2017,25.675,1
Argentina,2017,25.675,2
Argentina,2017,25.675,3
Argentina,2017,25.675,4
Argentina,2017,25.675,5
Argentina,2017,25.675,6
Argentina,2017,25.675,7
Argentina,2017,25.675,8
Argentina,2017,25.675,9
Argentina,2017,25.675,10
Argentina,2017,25.675,11
Argentina,2017,25.675,12
Chile,2017,2.182,1
Chile,2017,2.182,2
Chile,2017,2.182,3
Chile,2017,2.182,4
Chile,2017,2.182,5
Chile,2017,2.182,6
Chile,2017,2.182,7
Chile,2017,2.182,8
Chile,2017,2.182,9
Chile,2017,2.182,10
Chile,2017,2.182,11
Chile,2017,2.182,12
Brazil,2017,3.446,1
Brazil,2017,3.446,2
Brazil,2017,3.446,3
Brazil,2017,3.446,4
Brazil,2017,3.446,5
Brazil,2017,3.446,6
Brazil,2017,3.446,7
Brazil,2017,3.446,8
Brazil,2017,3.446,9
Brazil,2017,3.446,10
Brazil,2017,3.446,11
Brazil,2017,3.446,12
Costa Rica,2017,1.626,1
Costa Rica,2017,1.626,2
Costa Rica,2017,1.626,3
Costa Rica,2017,1.626,4
Costa Rica,2017,1.626,5
Costa Rica,2017,1.626,6
Costa Rica,2017,1.626,7
Costa Rica,2017,1.626,8
Costa Rica,2017,1.626,9
Costa Rica,2017,1.626,10
Costa Rica,2017,1.626,11
Costa Rica,2017,1.626,12
Dominican Republic,2017,3.28,1
Dominican Republic,2017,3.28,2
Dominican Republic,2017,3.28,3
Dominican Republic,2017,3.28,4
Dominican Republic,2017,3.28,5
Dominican Republic,2017,3.28,6
Dominican Republic,2017,3.28,7
Dominican Republic,2017,3.28,8
Dominican Republic,2017,3.28,9
Dominican Republic,2017,3.28,10
Dominican Republic,2017,3.28,11
Dominican Republic,2017,3.28,12
El Salvador,2017,1.014,1
El Salvador,2017,1.014,2
El Salvador,2017,1.014,3
El Salvador,2017,1.014,4
El Salvador,2017,1.014,5
El Salvador,2017,1.014,6
El Salvador,2017,1.014,7
El Salvador,2017,1.014,8
El Salvador,2017,1.014,9
El Salvador,2017,1.014,10
El Salvador,2017,1.014,11
El Salvador,2017,1.014,12
Ecuador,2017,0.417,1
Ecuador,2017,0.417,2
Ecuador,2017,0.417,3
Ecuador,2017,0.417,4
Ecuador,2017,0.417,5
Ecuador,2017,0.417,6
Ecuador,2017,0.417,7
Ecuador,2017,0.417,8
Ecuador,2017,0.417,9
Ecuador,2017,0.417,10
Ecuador,2017,0.417,11
Ecuador,2017,0.417,12
Panama,2017,0.876,1
Panama,2017,0.876,2
Panama,2017,0.876,3
Panama,2017,0.876,4
Panama,2017,0.876,5
Panama,2017,0.876,6
Panama,2017,0.876,7
Panama,2017,0.876,8
Panama,2017,0.876,9
Panama,2017,0.876,10
Panama,2017,0.876,11
Panama,2017,0.876,12
Haiti,2017,10.61,1
Haiti,2017,10.61,2
Haiti,2017,10.61,3
Haiti,2017,10.61,4
Haiti,2017,10.61,5
Haiti,2017,10.61,6
Haiti,2017,10.61,7
Haiti,2017,10.61,8
Haiti,2017,10.61,9
Haiti,2017,10.61,10
Haiti,2017,10.61,11
Haiti,2017,10.61,12
Guatemala,2017,4.423,1
Guatemala,2017,4.423,2
Guatemala,2017,4.423,3
Guatemala,2017,4.423,4
Guatemala,2017,4.423,5
Guatemala,2017,4.423,6
Guatemala,2017,4.423,7
Guatemala,2017,4.423,8
Guatemala,2017,4.423,9
Guatemala,2017,4.423,10
Guatemala,2017,4.423,11
Guatemala,2017,4.423,12
Honduras,2017,3.934,1
Honduras,2017,3.934,2
Honduras,2017,3.934,3
Honduras,2017,3.934,4
Honduras,2017,3.934,5
Honduras,2017,3.934,6
Honduras,2017,3.934,7
Honduras,2017,3.934,8
Honduras,2017,3.934,9
Honduras,2017,3.934,10
Honduras,2017,3.934,11
Honduras,2017,3.934,12
Mexico,2017,6.042,1
Mexico,2017,6.042,2
Mexico,2017,6.042,3
Mexico,2017,6.042,4
Mexico,2017,6.042,5
Mexico,2017,6.042,6
Mexico,2017,6.042,7
Mexico,2017,6.042,8
Mexico,2017,6.042,9
Mexico,2017,6.042,10
Mexico,2017,6.042,11
Mexico,2017,6.042,12
Nicaragua,2017,3.851,1
Nicaragua,2017,3.851,2
Nicaragua,2017,3.851,3
Nicaragua,2017,3.851,4
Nicaragua,2017,3.851,5
Nicaragua,2017,3.851,6
Nicaragua,2017,3.851,7
Nicaragua,2017,3.851,8
Nicaragua,2017,3.851,9
Nicaragua,2017,3.851,10
Nicaragua,2017,3.851,11
Nicaragua,2017,3.851,12
Peru,2017,2.804,1
Peru,2017,2.804,2
Peru,2017,2.804,3
Peru,2017,2.804,4
Peru,2017,2.804,5
Peru,2017,2.804,6
Peru,2017,2.804,7
Peru,2017,2.804,8
Peru,2017,2.804,9
Peru,2017,2.804,10
Peru,2017,2.804,11
Peru,2017,2.804,12
Paraguay,2017,3.614,1
Paraguay,2017,3.614,2
Paraguay,2017,3.614,3
Paraguay,2017,3.614,4
Paraguay,2017,3.614,5
Paraguay,2017,3.614,6
Paraguay,2017,3.614,7
Paraguay,2017,3.614,8
Paraguay,2017,3.614,9
Paraguay,2017,3.614,10
Paraguay,2017,3.614,11
Paraguay,2017,3.614,12
Uruguay,2017,6.222,1
Uruguay,2017,6.222,2
Uruguay,2017,6.222,3
Uruguay,2017,6.222,4
Uruguay,2017,6.222,5
Uruguay,2017,6.222,6
Uruguay,2017,6.222,7
Uruguay,2017,6.222,8
Uruguay,2017,6.222,9
Uruguay,2017,6.222,10
Uruguay,2017,6.222,11
Uruguay,2017,6.222,12
Antigua And Barbuda,2017,2.432,1
Antigua And Barbuda,2017,2.432,2
Antigua And Barbuda,2017,2.432,3
Antigua And Barbuda,2017,2.432,4
Antigua And Barbuda,2017,2.432,5
Antigua And Barbuda,2017,2.432,6
Antigua And Barbuda,2017,2.432,7
Antigua And Barbuda,2017,2.432,8
Antigua And Barbuda,2017,2.432,9
Antigua And Barbuda,2017,2.432,10
Antigua And Barbuda,2017,2.432,11
Antigua And Barbuda,2017,2.432,12
Grenada,2017,0.912,1
Grenada,2017,0.912,2
Grenada,2017,0.912,3
Grenada,2017,0.912,4
Grenada,2017,0.912,5
Grenada,2017,0.912,6
Grenada,2017,0.912,7
Grenada,2017,0.912,8
Grenada,2017,0.912,9
Grenada,2017,0.912,10
Grenada,2017,0.912,11
Grenada,2017,0.912,12
"Aruba, Kingdom Of The Netherlands",2017,-1.028,1
"Aruba, Kingdom Of The Netherlands",2017,-1.028,2
"Aruba, Kingdom Of The Netherlands",2017,-1.028,3
"Aruba, Kingdom Of The Netherlands",2017,-1.028,4
"Aruba, Kingdom Of The Netherlands",2017,-1.028,5
"Aruba, Kingdom Of The Netherlands",2017,-1.028,6
"Aruba, Kingdom Of The Netherlands",2017,-1.028,7
"Aruba, Kingdom Of The Netherlands",2017,-1.028,8
"Aruba, Kingdom Of The Netherlands",2017,-1.028,9
"Aruba, Kingdom Of The Netherlands",2017,-1.028,10
"Aruba, Kingdom Of The Netherlands",2017,-1.028,11
"Aruba, Kingdom Of The Netherlands",2017,-1.028,12
"Bahamas, The",2017,1.5,1
"Bahamas, The",2017,1.5,2
"Bahamas, The",2017,1.5,3
"Bahamas, The",2017,1.5,4
"Bahamas, The",2017,1.5,5
"Bahamas, The",2017,1.5,6
"Bahamas, The",2017,1.5,7
"Bahamas, The",2017,1.5,8
"Bahamas, The",2017,1.5,9
"Bahamas, The",2017,1.5,10
"Bahamas, The",2017,1.5,11
"Bahamas, The",2017,1.5,12
"Venezuela, República Bolivariana De",2017,438.117,1
"Venezuela, República Bolivariana De",2017,438.117,2
"Venezuela, República Bolivariana De",2017,438.117,3
"Venezuela, República Bolivariana De",2017,438.117,4
"Venezuela, República Bolivariana De",2017,438.117,5
"Venezuela, República Bolivariana De",2017,438.117,6
"Venezuela, República Bolivariana De",2017,438.117,7
"Venezuela, República Bolivariana De",2017,438.117,8
"Venezuela, República Bolivariana De",2017,438.117,9
"Venezuela, República Bolivariana De",2017,438.117,10
"Venezuela, República Bolivariana De",2017,438.117,11
"Venezuela, República Bolivariana De",2017,438.117,12
Barbados,2017,4.424,1
Barbados,2017,4.424,2
Barbados,2017,4.424,3
Barbados,2017,4.424,4
Barbados,2017,4.424,5
Barbados,2017,4.424,6
Barbados,2017,4.424,7
Barbados,2017,4.424,8
Barbados,2017,4.424,9
Barbados,2017,4.424,10
Barbados,2017,4.424,11
Barbados,2017,4.424,12
Dominica,2017,0.296,1
Dominica,2017,0.296,2
Dominica,2017,0.296,3
Dominica,2017,0.296,4
Dominica,2017,0.296,5
Dominica,2017,0.296,6
Dominica,2017,0.296,7
Dominica,2017,0.296,8
Dominica,2017,0.296,9
Dominica,2017,0.296,10
Dominica,2017,0.296,11
Dominica,2017,0.296,12
Jamaica,2017,4.378,1
Jamaica,2017,4.378,2
Jamaica,2017,4.378,3
Jamaica,2017,4.378,4
Jamaica,2017,4.378,5
Jamaica,2017,4.378,6
Jamaica,2017,4.378,7
Jamaica,2017,4.378,8
Jamaica,2017,4.378,9
Jamaica,2017,4.378,10
Jamaica,2017,4.378,11
Jamaica,2017,4.378,12
Guyana,2017,1.944,1
Guyana,2017,1.944,2
Guyana,2017,1.944,3
Guyana,2017,1.944,4
Guyana,2017,1.944,5
Guyana,2017,1.944,6
Guyana,2017,1.944,7
Guyana,2017,1.944,8
Guyana,2017,1.944,9
Guyana,2017,1.944,10
Guyana,2017,1.944,11
Guyana,2017,1.944,12
Suriname,2017,22.024,1
Suriname,2017,22.024,2
Suriname,2017,22.024,3
Suriname,2017,22.024,4
Suriname,2017,22.024,5
Suriname,2017,22.024,6
Suriname,2017,22.024,7
Suriname,2017,22.024,8
Suriname,2017,22.024,9
Suriname,2017,22.024,10
Suriname,2017,22.024,11
Suriname,2017,22.024,12
St. Lucia,2017,0.104,1
St. Lucia,2017,0.104,2
St. Lucia,2017,0.104,3
St. Lucia,2017,0.104,4
St. Lucia,2017,0.104,5
St. Lucia,2017,0.104,6
St. Lucia,2017,0.104,7
St. Lucia,2017,0.104,8
St. Lucia,2017,0.104,9
St. Lucia,2017,0.104,10
St. Lucia,2017,0.104,11
St. Lucia,2017,0.104,12
Puerto Rico,2017,1.752,1
Puerto Rico,2017,1.752,2
Puerto Rico,2017,1.752,3
Puerto Rico,2017,1.752,4
Puerto Rico,2017,1.752,5
Puerto Rico,2017,1.752,6
Puerto Rico,2017,1.752,7
Puerto Rico,2017,1.752,8
Puerto Rico,2017,1.752,9
Puerto Rico,2017,1.752,10
Puerto Rico,2017,1.752,11
Puerto Rico,2017,1.752,12
St. Vincent And The Grenadines,2017,2.153,1
St. Vincent And The Grenadines,2017,2.153,2
St. Vincent And The Grenadines,2017,2.153,3
St. Vincent And The Grenadines,2017,2.153,4
St. Vincent And The Grenadines,2017,2.153,5
St. Vincent And The Grenadines,2017,2.153,6
St. Vincent And The Grenadines,2017,2.153,7
St. Vincent And The Grenadines,2017,2.153,8
St. Vincent And The Grenadines,2017,2.153,9
St. Vincent And The Grenadines,2017,2.153,10
St. Vincent And The Grenadines,2017,2.153,11
St. Vincent And The Grenadines,2017,2.153,12
St. Kitts And Nevis,2017,0.696,1
St. Kitts And Nevis,2017,0.696,2
St. Kitts And Nevis,2017,0.696,3
St. Kitts And Nevis,2017,0.696,4
St. Kitts And Nevis,2017,0.696,5
St. Kitts And Nevis,2017,0.696,6
St. Kitts And Nevis,2017,0.696,7
St. Kitts And Nevis,2017,0.696,8
St. Kitts And Nevis,2017,0.696,9
St. Kitts And Nevis,2017,0.696,10
St. Kitts And Nevis,2017,0.696,11
St. Kitts And Nevis,2017,0.696,12
Trinidad And Tobago,2017,1.884,1
Trinidad And Tobago,2017,1.884,2
Trinidad And Tobago,2017,1.884,3
Trinidad And Tobago,2017,1.884,4
Trinidad And Tobago,2017,1.884,5
Trinidad And Tobago,2017,1.884,6
Trinidad And Tobago,2017,1.884,7
Trinidad And Tobago,2017,1.884,8
Trinidad And Tobago,2017,1.884,9
Trinidad And Tobago,2017,1.884,10
Trinidad And Tobago,2017,1.884,11
Trinidad And Tobago,2017,1.884,12
Cyprus,2017,0.673,1
Cyprus,2017,0.673,2
Cyprus,2017,0.673,3
Cyprus,2017,0.673,4
Cyprus,2017,0.673,5
Cyprus,2017,0.673,6
Cyprus,2017,0.673,7
Cyprus,2017,0.673,8
Cyprus,2017,0.673,9
Cyprus,2017,0.673,10
Cyprus,2017,0.673,11
Cyprus,2017,0.673,12
"Iran, Islamic Republic Of",2017,8.235,1
"Iran, Islamic Republic Of",2017,8.235,2
"Iran, Islamic Republic Of",2017,8.235,3
"Iran, Islamic Republic Of",2017,8.235,4
"Iran, Islamic Republic Of",2017,8.235,5
"Iran, Islamic Republic Of",2017,8.235,6
"Iran, Islamic Republic Of",2017,8.235,7
"Iran, Islamic Republic Of",2017,8.235,8
"Iran, Islamic Republic Of",2017,8.235,9
"Iran, Islamic Republic Of",2017,8.235,10
"Iran, Islamic Republic Of",2017,8.235,11
"Iran, Islamic Republic Of",2017,8.235,12
Israel,2017,0.242,1
Israel,2017,0.242,2
Israel,2017,0.242,3
Israel,2017,0.242,4
Israel,2017,0.242,5
Israel,2017,0.242,6
Israel,2017,0.242,7
Israel,2017,0.242,8
Israel,2017,0.242,9
Israel,2017,0.242,10
Israel,2017,0.242,11
Israel,2017,0.242,12
Iraq,2017,0.2,1
Iraq,2017,0.2,2
Iraq,2017,0.2,3
Iraq,2017,0.2,4
Iraq,2017,0.2,5
Iraq,2017,0.2,6
Iraq,2017,0.2,7
Iraq,2017,0.2,8
Iraq,2017,0.2,9
Iraq,2017,0.2,10
Iraq,2017,0.2,11
Iraq,2017,0.2,12
Kuwait,2017,1.56,1
Kuwait,2017,1.56,2
Kuwait,2017,1.56,3
Kuwait,2017,1.56,4
Kuwait,2017,1.56,5
Kuwait,2017,1.56,6
Kuwait,2017,1.56,7
Kuwait,2017,1.56,8
Kuwait,2017,1.56,9
Kuwait,2017,1.56,10
Kuwait,2017,1.56,11
Kuwait,2017,1.56,12
Saudi Arabia,2017,-0.838,1
Saudi Arabia,2017,-0.838,2
Saudi Arabia,2017,-0.838,3
Saudi Arabia,2017,-0.838,4
Saudi Arabia,2017,-0.838,5
Saudi Arabia,2017,-0.838,6
Saudi Arabia,2017,-0.838,7
Saudi Arabia,2017,-0.838,8
Saudi Arabia,2017,-0.838,9
Saudi Arabia,2017,-0.838,10
Saudi Arabia,2017,-0.838,11
Saudi Arabia,2017,-0.838,12
Lebanon,2017,4.485,1
Lebanon,2017,4.485,2
Lebanon,2017,4.485,3
Lebanon,2017,4.485,4
Lebanon,2017,4.485,5
Lebanon,2017,4.485,6
Lebanon,2017,4.485,7
Lebanon,2017,4.485,8
Lebanon,2017,4.485,9
Lebanon,2017,4.485,10
Lebanon,2017,4.485,11
Lebanon,2017,4.485,12
Oman,2017,1.458,1
Oman,2017,1.458,2
Oman,2017,1.458,3
Oman,2017,1.458,4
Oman,2017,1.458,5
Oman,2017,1.458,6
Oman,2017,1.458,7
Oman,2017,1.458,8
Oman,2017,1.458,9
Oman,2017,1.458,10
Oman,2017,1.458,11
Oman,2017,1.458,12
Qatar,2017,0.604,1
Qatar,2017,0.604,2
Qatar,2017,0.604,3
Qatar,2017,0.604,4
Qatar,2017,0.604,5
Qatar,2017,0.604,6
Qatar,2017,0.604,7
Qatar,2017,0.604,8
Qatar,2017,0.604,9
Qatar,2017,0.604,10
Qatar,2017,0.604,11
Qatar,2017,0.604,12
United Arab Emirates,2017,1.966,1
United Arab Emirates,2017,1.966,2
United Arab Emirates,2017,1.966,3
United Arab Emirates,2017,1.966,4
United Arab Emirates,2017,1.966,5
United Arab Emirates,2017,1.966,6
United Arab Emirates,2017,1.966,7
United Arab Emirates,2017,1.966,8
United Arab Emirates,2017,1.966,9
United Arab Emirates,2017,1.966,10
United Arab Emirates,2017,1.966,11
United Arab Emirates,2017,1.966,12
West Bank Administered By Israel,2017,0.213,1
West Bank Administered By Israel,2017,0.213,2
West Bank Administered By Israel,2017,0.213,3
West Bank Administered By Israel,2017,0.213,4
West Bank Administered By Israel,2017,0.213,5
West Bank Administered By Israel,2017,0.213,6
West Bank Administered By Israel,2017,0.213,7
West Bank Administered By Israel,2017,0.213,8
West Bank Administered By Israel,2017,0.213,9
West Bank Administered By Israel,2017,0.213,10
West Bank Administered By Israel,2017,0.213,11
West Bank Administered By Israel,2017,0.213,12
"Yemen, Republic Of",2017,30.4,1
"Yemen, Republic Of",2017,30.4,2
"Yemen, Republic Of",2017,30.4,3
"Yemen, Republic Of",2017,30.4,4
"Yemen, Republic Of",2017,30.4,5
"Yemen, Republic Of",2017,30.4,6
"Yemen, Republic Of",2017,30.4,7
"Yemen, Republic Of",2017,30.4,8
"Yemen, Republic Of",2017,30.4,9
"Yemen, Republic Of",2017,30.4,10
"Yemen, Republic Of",2017,30.4,11
"Yemen, Republic Of",2017,30.4,12
"Egypt, Arab Republic Of",2017,23.534,1
"Egypt, Arab Republic Of",2017,23.534,2
"Egypt, Arab Republic Of",2017,23.534,3
"Egypt, Arab Republic Of",2017,23.534,4
"Egypt, Arab Republic Of",2017,23.534,5
"Egypt, Arab Republic Of",2017,23.534,6
