country,year,inflation,month
Russian Federation,2018,2.878,3
Russian Federation,2018,2.878,4
Russian Federation,2018,2.878,5
Russian Federation,2018,2.878,6
Russian Federation,2018,2.878,7
Russian Federation,2018,2.878,8
Russian Federation,2018,2.878,9
Russian Federation,2018,2.878,10
Russian Federation,2018,2.878,11
Russian Federation,2018,2.878,12
Bulgaria,2018,2.631,1
Bulgaria,2018,2.631,2
Bulgaria,2018,2.631,3
Bulgaria,2018,2.631,4
Bulgaria,2018,2.631,5
Bulgaria,2018,2.631,6
Bulgaria,2018,2.631,7
Bulgaria,2018,2.631,8
Bulgaria,2018,2.631,9
Bulgaria,2018,2.631,10
Bulgaria,2018,2.631,11
Bulgaria,2018,2.631,12
"Equatorial Guinea, Republic Of",2018,1.346,1
"Equatorial Guinea, Republic Of",2018,1.346,2
"Equatorial Guinea, Republic Of",2018,1.346,3
"Equatorial Guinea, Republic Of",2018,1.346,4
"Equatorial Guinea, Republic Of",2018,1.346,5
"Equatorial Guinea, Republic Of",2018,1.346,6
"Equatorial Guinea, Republic Of",2018,1.346,7
"Equatorial Guinea, Republic Of",2018,1.346,8
"Equatorial Guinea, Republic Of",2018,1.346,9
"Equatorial Guinea, Republic Of",2018,1.346,10
"Equatorial Guinea, Republic Of",2018,1.346,11
"Equatorial Guinea, Republic Of",2018,1.346,12
Austria,2019,1.493,1
Austria,2019,1.493,2
Austria,2019,1.493,3
Austria,2019,1.493,4
Austria,2019,1.493,5
Austria,2019,1.493,6
Austria,2019,1.493,7
Austria,2019,1.493,8
Austria,2019,1.493,9
Austria,2019,1.493,10
Austria,2019,1.493,11
Austria,2019,1.493,12
United States,2019,1.813,1
United States,2019,1.813,2
United States,2019,1.813,3
United States,2019,1.813,4
United States,2019,1.813,5
United States,2019,1.813,6
United States,2019,1.813,7
United States,2019,1.813,8
United States,2019,1.813,9
United States,2019,1.813,10
United States,2019,1.813,11
United States,2019,1.813,12
United Kingdom,2019,1.791,1
United Kingdom,2019,1.791,2
United Kingdom,2019,1.791,3
United Kingdom,2019,1.791,4
United Kingdom,2019,1.791,5
United Kingdom,2019,1.791,6
United Kingdom,2019,1.791,7
United Kingdom,2019,1.791,8
United Kingdom,2019,1.791,9
United Kingdom,2019,1.791,10
United Kingdom,2019,1.791,11
United Kingdom,2019,1.791,12
Germany,2019,1.354,1
Germany,2019,1.354,2
Germany,2019,1.354,3
Germany,2019,1.354,4
Germany,2019,1.354,5
Germany,2019,1.354,6
Germany,2019,1.354,7
Germany,2019,1.354,8
Germany,2019,1.354,9
Germany,2019,1.354,10
Germany,2019,1.354,11
Germany,2019,1.354,12
Belgium,2019,1.25,1
Belgium,2019,1.25,2
Belgium,2019,1.25,3
Belgium,2019,1.25,4
Belgium,2019,1.25,5
Belgium,2019,1.25,6
Belgium,2019,1.25,7
Belgium,2019,1.25,8
Belgium,2019,1.25,9
Belgium,2019,1.25,10
Belgium,2019,1.25,11
Belgium,2019,1.25,12
Denmark,2019,0.729,1
Denmark,2019,0.729,2
Denmark,2019,0.729,3
Denmark,2019,0.729,4
Denmark,2019,0.729,5
Denmark,2019,0.729,6
Denmark,2019,0.729,7
Denmark,2019,0.729,8
Denmark,2019,0.729,9
Denmark,2019,0.729,10
Denmark,2019,0.729,11
Denmark,2019,0.729,12
France,2019,1.298,1
France,2019,1.298,2
France,2019,1.298,3
France,2019,1.298,4
France,2019,1.298,5
France,2019,1.298,6
France,2019,1.298,7
France,2019,1.298,8
France,2019,1.298,9
France,2019,1.298,10
France,2019,1.298,11
France,2019,1.298,12
Norway,2019,2.168,1
Norway,2019,2.168,2
Norway,2019,2.168,3
Norway,2019,2.168,4
Norway,2019,2.168,5
Norway,2019,2.168,6
Norway,2019,2.168,7
Norway,2019,2.168,8
Norway,2019,2.168,9
Norway,2019,2.168,10
Norway,2019,2.168,11
Norway,2019,2.168,12
Luxembourg,2019,1.65,1
Luxembourg,2019,1.65,2
Luxembourg,2019,1.65,3
Luxembourg,2019,1.65,4
Luxembourg,2019,1.65,5
Luxembourg,2019,1.65,6
Luxembourg,2019,1.65,7
Luxembourg,2019,1.65,8
Luxembourg,2019,1.65,9
Luxembourg,2019,1.65,10
Luxembourg,2019,1.65,11
Luxembourg,2019,1.65,12
Italy,2019,0.634,1
Italy,2019,0.634,2
Italy,2019,0.634,3
Italy,2019,0.634,4
Italy,2019,0.634,5
Italy,2019,0.634,6
Italy,2019,0.634,7
Italy,2019,0.634,8
Italy,2019,0.634,9
Italy,2019,0.634,10
Italy,2019,0.634,11
Italy,2019,0.634,12
"San Marino, Republic Of",2019,0.473,1
"San Marino, Republic Of",2019,0.473,2
"San Marino, Republic Of",2019,0.473,3
"San Marino, Republic Of",2019,0.473,4
"San Marino, Republic Of",2019,0.473,5
"San Marino, Republic Of",2019,0.473,6
"San Marino, Republic Of",2019,0.473,7
"San Marino, Republic Of",2019,0.473,8
"San Marino, Republic Of",2019,0.473,9
"San Marino, Republic Of",2019,0.473,10
"San Marino, Republic Of",2019,0.473,11
"San Marino, Republic Of",2019,0.473,12
Sweden,2019,1.722,1
Sweden,2019,1.722,2
Sweden,2019,1.722,3
Sweden,2019,1.722,4
Sweden,2019,1.722,5
Sweden,2019,1.722,6
Sweden,2019,1.722,7
Sweden,2019,1.722,8
Sweden,2019,1.722,9
Sweden,2019,1.722,10
Sweden,2019,1.722,11
Sweden,2019,1.722,12
"Liechtenstein, Principality Of",2019,0.363,1
"Liechtenstein, Principality Of",2019,0.363,2
"Liechtenstein, Principality Of",2019,0.363,3
"Liechtenstein, Principality Of",2019,0.363,4
"Liechtenstein, Principality Of",2019,0.363,5
"Liechtenstein, Principality Of",2019,0.363,6
"Liechtenstein, Principality Of",2019,0.363,7
"Liechtenstein, Principality Of",2019,0.363,8
"Liechtenstein, Principality Of",2019,0.363,9
"Liechtenstein, Principality Of",2019,0.363,10
"Liechtenstein, Principality Of",2019,0.363,11
"Liechtenstein, Principality Of",2019,0.363,12
Canada,2019,1.949,1
Canada,2019,1.949,2
Canada,2019,1.949,3
Canada,2019,1.949,4
Canada,2019,1.949,5
Canada,2019,1.949,6
Canada,2019,1.949,7
Canada,2019,1.949,8
Canada,2019,1.949,9
Canada,2019,1.949,10
Canada,2019,1.949,11
Canada,2019,1.949,12
Switzerland,2019,0.363,1
Switzerland,2019,0.363,2
Switzerland,2019,0.363,3
Switzerland,2019,0.363,4
Switzerland,2019,0.363,5
Switzerland,2019,0.363,6
Switzerland,2019,0.363,7
Switzerland,2019,0.363,8
Switzerland,2019,0.363,9
Switzerland,2019,0.363,10
Switzerland,2019,0.363,11
Switzerland,2019,0.363,12
Japan,2019,0.469,1
Japan,2019,0.469,2
Japan,2019,0.469,3
Japan,2019,0.469,4
Japan,2019,0.469,5
Japan,2019,0.469,6
Japan,2019,0.469,7
Japan,2019,0.469,8
Japan,2019,0.469,9
Japan,2019,0.469,10
Japan,2019,0.469,11
Japan,2019,0.469,12
"Andorra, Principality Of",2019,0.53,1
"Andorra, Principality Of",2019,0.53,2
"Andorra, Principality Of",2019,0.53,3
"Andorra, Principality Of",2019,0.53,4
"Andorra, Principality Of",2019,0.53,5
"Andorra, Principality Of",2019,0.53,6
"Andorra, Principality Of",2019,0.53,7
"Andorra, Principality Of",2019,0.53,8
"Andorra, Principality Of",2019,0.53,9
"Andorra, Principality Of",2019,0.53,10
"Andorra, Principality Of",2019,0.53,11
"Andorra, Principality Of",2019,0.53,12
Ireland,2019,0.885,1
Ireland,2019,0.885,2
Ireland,2019,0.885,3
Ireland,2019,0.885,4
Ireland,2019,0.885,5
Ireland,2019,0.885,6
Ireland,2019,0.885,7
Ireland,2019,0.885,8
Ireland,2019,0.885,9
Ireland,2019,0.885,10
Ireland,2019,0.885,11
Ireland,2019,0.885,12
Greece,2019,0.517,1
Greece,2019,0.517,2
Greece,2019,0.517,3
Greece,2019,0.517,4
Greece,2019,0.517,5
Greece,2019,0.517,6
Greece,2019,0.517,7
Greece,2019,0.517,8
Greece,2019,0.517,9
Greece,2019,0.517,10
Greece,2019,0.517,11
Greece,2019,0.517,12
Iceland,2019,3.006,1
Iceland,2019,3.006,2
Iceland,2019,3.006,3
Iceland,2019,3.006,4
Iceland,2019,3.006,5
Iceland,2019,3.006,6
Iceland,2019,3.006,7
Iceland,2019,3.006,8
Iceland,2019,3.006,9
Iceland,2019,3.006,10
Iceland,2019,3.006,11
Iceland,2019,3.006,12
Finland,2019,1.137,1
Finland,2019,1.137,2
Finland,2019,1.137,3
Finland,2019,1.137,4
Finland,2019,1.137,5
Finland,2019,1.137,6
Finland,2019,1.137,7
Finland,2019,1.137,8
Finland,2019,1.137,9
Finland,2019,1.137,10
Finland,2019,1.137,11
Finland,2019,1.137,12
"Türkiye, Republic Of",2019,15.177,1
"Türkiye, Republic Of",2019,15.177,2
"Türkiye, Republic Of",2019,15.177,3
"Türkiye, Republic Of",2019,15.177,4
"Türkiye, Republic Of",2019,15.177,5
"Türkiye, Republic Of",2019,15.177,6
"Türkiye, Republic Of",2019,15.177,7
"Türkiye, Republic Of",2019,15.177,8
"Türkiye, Republic Of",2019,15.177,9
"Türkiye, Republic Of",2019,15.177,10
"Türkiye, Republic Of",2019,15.177,11
"Türkiye, Republic Of",2019,15.177,12
Portugal,2019,0.3,1
Portugal,2019,0.3,2
Portugal,2019,0.3,3
Portugal,2019,0.3,4
Portugal,2019,0.3,5
Portugal,2019,0.3,6
Portugal,2019,0.3,7
Portugal,2019,0.3,8
Portugal,2019,0.3,9
Portugal,2019,0.3,10
Portugal,2019,0.3,11
Portugal,2019,0.3,12
Malta,2019,1.523,1
Malta,2019,1.523,2
Malta,2019,1.523,3
Malta,2019,1.523,4
Malta,2019,1.523,5
Malta,2019,1.523,6
Malta,2019,1.523,7
Malta,2019,1.523,8
Malta,2019,1.523,9
Malta,2019,1.523,10
Malta,2019,1.523,11
Malta,2019,1.523,12
Spain,2019,0.78,1
Spain,2019,0.78,2
Spain,2019,0.78,3
Spain,2019,0.78,4
Spain,2019,0.78,5
Spain,2019,0.78,6
Spain,2019,0.78,7
Spain,2019,0.78,8
Spain,2019,0.78,9
Spain,2019,0.78,10
Spain,2019,0.78,11
Spain,2019,0.78,12
Australia,2019,1.566,1
Australia,2019,1.566,2
Australia,2019,1.566,3
Australia,2019,1.566,4
Australia,2019,1.566,5
Australia,2019,1.566,6
Australia,2019,1.566,7
Australia,2019,1.566,8
Australia,2019,1.566,9
Australia,2019,1.566,10
Australia,2019,1.566,11
Australia,2019,1.566,12
Bolivia,2019,1.839,1
Bolivia,2019,1.839,2
Bolivia,2019,1.839,3
Bolivia,2019,1.839,4
Bolivia,2019,1.839,5
Bolivia,2019,1.839,6
Bolivia,2019,1.839,7
Bolivia,2019,1.839,8
Bolivia,2019,1.839,9
Bolivia,2019,1.839,10
Bolivia,2019,1.839,11
Bolivia,2019,1.839,12
South Africa,2019,4.115,1
South Africa,2019,4.115,2
South Africa,2019,4.115,3
South Africa,2019,4.115,4
South Africa,2019,4.115,5
South Africa,2019,4.115,6
South Africa,2019,4.115,7
South Africa,2019,4.115,8
South Africa,2019,4.115,9
South Africa,2019,4.115,10
South Africa,2019,4.115,11
South Africa,2019,4.115,12
New Zealand,2019,1.62,1
New Zealand,2019,1.62,2
New Zealand,2019,1.62,3
New Zealand,2019,1.62,4
New Zealand,2019,1.62,5
New Zealand,2019,1.62,6
New Zealand,2019,1.62,7
New Zealand,2019,1.62,8
New Zealand,2019,1.62,9
New Zealand,2019,1.62,10
New Zealand,2019,1.62,11
New Zealand,2019,1.62,12
Colombia,2019,3.521,1
Colombia,2019,3.521,2
Colombia,2019,3.521,3
Colombia,2019,3.521,4
Colombia,2019,3.521,5
Colombia,2019,3.521,6
Colombia,2019,3.521,7
Colombia,2019,3.521,8
Colombia,2019,3.521,9
Colombia,2019,3.521,10
Colombia,2019,3.521,11
Colombia,2019,3.521,12
Argentina,2019,53.548,1
Argentina,2019,53.548,2
Argentina,2019,53.548,3
Argentina,2019,53.548,4
Argentina,2019,53.548,5
Argentina,2019,53.548,6
Argentina,2019,53.548,7
Argentina,2019,53.548,8
Argentina,2019,53.548,9
Argentina,2019,53.548,10
Argentina,2019,53.548,11
Argentina,2019,53.548,12
Chile,2019,2.254,1
Chile,2019,2.254,2
Chile,2019,2.254,3
Chile,2019,2.254,4
Chile,2019,2.254,5
Chile,2019,2.254,6
Chile,2019,2.254,7
Chile,2019,2.254,8
Chile,2019,2.254,9
Chile,2019,2.254,10
Chile,2019,2.254,11
Chile,2019,2.254,12
Brazil,2019,3.733,1
Brazil,2019,3.733,2
Brazil,2019,3.733,3
Brazil,2019,3.733,4
Brazil,2019,3.733,5
Brazil,2019,3.733,6
Brazil,2019,3.733,7
Brazil,2019,3.733,8
Brazil,2019,3.733,9
Brazil,2019,3.733,10
Brazil,2019,3.733,11
Brazil,2019,3.733,12
Costa Rica,2019,2.096,1
Costa Rica,2019,2.096,2
Costa Rica,2019,2.096,3
Costa Rica,2019,2.096,4
Costa Rica,2019,2.096,5
Costa Rica,2019,2.096,6
Costa Rica,2019,2.096,7
Costa Rica,2019,2.096,8
Costa Rica,2019,2.096,9
Costa Rica,2019,2.096,10
Costa Rica,2019,2.096,11
Costa Rica,2019,2.096,12
Dominican Republic,2019,1.811,1
Dominican Republic,2019,1.811,2
Dominican Republic,2019,1.811,3
Dominican Republic,2019,1.811,4
Dominican Republic,2019,1.811,5
Dominican Republic,2019,1.811,6
Dominican Republic,2019,1.811,7
Dominican Republic,2019,1.811,8
Dominican Republic,2019,1.811,9
Dominican Republic,2019,1.811,10
Dominican Republic,2019,1.811,11
Dominican Republic,2019,1.811,12
El Salvador,2019,0.074,1
El Salvador,2019,0.074,2
El Salvador,2019,0.074,3
El Salvador,2019,0.074,4
El Salvador,2019,0.074,5
El Salvador,2019,0.074,6
El Salvador,2019,0.074,7
El Salvador,2019,0.074,8
El Salvador,2019,0.074,9
El Salvador,2019,0.074,10
El Salvador,2019,0.074,11
El Salvador,2019,0.074,12
Ecuador,2019,0.266,1
Ecuador,2019,0.266,2
Ecuador,2019,0.266,3
Ecuador,2019,0.266,4
Ecuador,2019,0.266,5
Ecuador,2019,0.266,6
Ecuador,2019,0.266,7
Ecuador,2019,0.266,8
Ecuador,2019,0.266,9
Ecuador,2019,0.266,10
Ecuador,2019,0.266,11
Ecuador,2019,0.266,12
Panama,2019,-0.355,1
Panama,2019,-0.355,2
Panama,2019,-0.355,3
Panama,2019,-0.355,4
Panama,2019,-0.355,5
Panama,2019,-0.355,6
Panama,2019,-0.355,7
Panama,2019,-0.355,8
Panama,2019,-0.355,9
Panama,2019,-0.355,10
Panama,2019,-0.355,11
Panama,2019,-0.355,12
Haiti,2019,17.308,1
Haiti,2019,17.308,2
Haiti,2019,17.308,3
Haiti,2019,17.308,4
Haiti,2019,17.308,5
Haiti,2019,17.308,6
Haiti,2019,17.308,7
Haiti,2019,17.308,8
Haiti,2019,17.308,9
Haiti,2019,17.308,10
Haiti,2019,17.308,11
Haiti,2019,17.308,12
Guatemala,2019,3.701,1
Guatemala,2019,3.701,2
Guatemala,2019,3.701,3
Guatemala,2019,3.701,4
Guatemala,2019,3.701,5
Guatemala,2019,3.701,6
Guatemala,2019,3.701,7
Guatemala,2019,3.701,8
Guatemala,2019,3.701,9
Guatemala,2019,3.701,10
Guatemala,2019,3.701,11
Guatemala,2019,3.701,12
Honduras,2019,4.366,1
Honduras,2019,4.366,2
Honduras,2019,4.366,3
Honduras,2019,4.366,4
Honduras,2019,4.366,5
Honduras,2019,4.366,6
Honduras,2019,4.366,7
Honduras,2019,4.366,8
Honduras,2019,4.366,9
Honduras,2019,4.366,10
Honduras,2019,4.366,11
Honduras,2019,4.366,12
Mexico,2019,3.635,1
Mexico,2019,3.635,2
Mexico,2019,3.635,3
Mexico,2019,3.635,4
Mexico,2019,3.635,5
Mexico,2019,3.635,6
Mexico,2019,3.635,7
Mexico,2019,3.635,8
Mexico,2019,3.635,9
Mexico,2019,3.635,10
Mexico,2019,3.635,11
Mexico,2019,3.635,12
Nicaragua,2019,5.376,1
Nicaragua,2019,5.376,2
Nicaragua,2019,5.376,3
Nicaragua,2019,5.376,4
Nicaragua,2019,5.376,5
Nicaragua,2019,5.376,6
Nicaragua,2019,5.376,7
Nicaragua,2019,5.376,8
Nicaragua,2019,5.376,9
Nicaragua,2019,5.376,10
Nicaragua,2019,5.376,11
Nicaragua,2019,5.376,12
Peru,2019,2.136,1
Peru,2019,2.136,2
Peru,2019,2.136,3
Peru,2019,2.136,4
Peru,2019,2.136,5
Peru,2019,2.136,6
Peru,2019,2.136,7
Peru,2019,2.136,8
Peru,2019,2.136,9
Peru,2019,2.136,10
Peru,2019,2.136,11
Peru,2019,2.136,12
Paraguay,2019,2.757,1
Paraguay,2019,2.757,2
Paraguay,2019,2.757,3
Paraguay,2019,2.757,4
Paraguay,2019,2.757,5
Paraguay,2019,2.757,6
Paraguay,2019,2.757,7
Paraguay,2019,2.757,8
Paraguay,2019,2.757,9
Paraguay,2019,2.757,10
Paraguay,2019,2.757,11
Paraguay,2019,2.757,12
Uruguay,2019,7.883,1
Uruguay,2019,7.883,2
Uruguay,2019,7.883,3
Uruguay,2019,7.883,4
Uruguay,2019,7.883,5
Uruguay,2019,7.883,6
Uruguay,2019,7.883,7
Uruguay,2019,7.883,8
Uruguay,2019,7.883,9
Uruguay,2019,7.883,10
Uruguay,2019,7.883,11
Uruguay,2019,7.883,12
Antigua And Barbuda,2019,1.431,1
Antigua And Barbuda,2019,1.431,2
Antigua And Barbuda,2019,1.431,3
Antigua And Barbuda,2019,1.431,4
Antigua And Barbuda,2019,1.431,5
Antigua And Barbuda,2019,1.431,6
Antigua And Barbuda,2019,1.431,7
Antigua And Barbuda,2019,1.431,8
Antigua And Barbuda,2019,1.431,9
Antigua And Barbuda,2019,1.431,10
Antigua And Barbuda,2019,1.431,11
Antigua And Barbuda,2019,1.431,12
Grenada,2019,0.598,1
Grenada,2019,0.598,2
Grenada,2019,0.598,3
Grenada,2019,0.598,4
Grenada,2019,0.598,5
Grenada,2019,0.598,6
Grenada,2019,0.598,7
Grenada,2019,0.598,8
Grenada,2019,0.598,9
Grenada,2019,0.598,10
Grenada,2019,0.598,11
Grenada,2019,0.598,12
"Aruba, Kingdom Of The Netherlands",2019,3.938,1
"Aruba, Kingdom Of The Netherlands",2019,3.938,2
"Aruba, Kingdom Of The Netherlands",2019,3.938,3
"Aruba, Kingdom Of The Netherlands",2019,3.938,4
"Aruba, Kingdom Of The Netherlands",2019,3.938,5
"Aruba, Kingdom Of The Netherlands",2019,3.938,6
"Aruba, Kingdom Of The Netherlands",2019,3.938,7
"Aruba, Kingdom Of The Netherlands",2019,3.938,8
"Aruba, Kingdom Of The Netherlands",2019,3.938,9
"Aruba, Kingdom Of The Netherlands",2019,3.938,10
"Aruba, Kingdom Of The Netherlands",2019,3.938,11
"Aruba, Kingdom Of The Netherlands",2019,3.938,12
"Bahamas, The",2019,2.491,1
"Bahamas, The",2019,2.491,2
"Bahamas, The",2019,2.491,3
"Bahamas, The",2019,2.491,4
"Bahamas, The",2019,2.491,5
"Bahamas, The",2019,2.491,6
"Bahamas, The",2019,2.491,7
"Bahamas, The",2019,2.491,8
"Bahamas, The",2019,2.491,9
"Bahamas, The",2019,2.491,10
"Bahamas, The",2019,2.491,11
"Bahamas, The",2019,2.491,12
"Venezuela, República Bolivariana De",2019,19906.024,1
"Venezuela, República Bolivariana De",2019,19906.024,2
"Venezuela, República Bolivariana De",2019,19906.024,3
"Venezuela, República Bolivariana De",2019,19906.024,4
"Venezuela, República Bolivariana De",2019,19906.024,5
"Venezuela, República Bolivariana De",2019,19906.024,6
"Venezuela, República Bolivariana De",2019,19906.024,7
"Venezuela, República Bolivariana De",2019,19906.024,8
"Venezuela, República Bolivariana De",2019,19906.024,9
"Venezuela, República Bolivariana De",2019,19906.024,10
"Venezuela, República Bolivariana De",2019,19906.024,11
"Venezuela, República Bolivariana De",2019,19906.024,12
Barbados,2019,1.72,1
Barbados,2019,1.72,2
Barbados,2019,1.72,3
Barbados,2019,1.72,4
Barbados,2019,1.72,5
Barbados,2019,1.72,6
Barbados,2019,1.72,7
Barbados,2019,1.72,8
Barbados,2019,1.72,9
Barbados,2019,1.72,10
Barbados,2019,1.72,11
Barbados,2019,1.72,12
Dominica,2019,1.505,1
Dominica,2019,1.505,2
Dominica,2019,1.505,3
Dominica,2019,1.505,4
Dominica,2019,1.505,5
Dominica,2019,1.505,6
Dominica,2019,1.505,7
Dominica,2019,1.505,8
Dominica,2019,1.505,9
Dominica,2019,1.505,10
Dominica,2019,1.505,11
Dominica,2019,1.505,12
Jamaica,2019,3.91,1
Jamaica,2019,3.91,2
Jamaica,2019,3.91,3
Jamaica,2019,3.91,4
Jamaica,2019,3.91,5
Jamaica,2019,3.91,6
Jamaica,2019,3.91,7
Jamaica,2019,3.91,8
Jamaica,2019,3.91,9
Jamaica,2019,3.91,10
Jamaica,2019,3.91,11
Jamaica,2019,3.91,12
Guyana,2019,2.092,1
Guyana,2019,2.092,2
Guyana,2019,2.092,3
Guyana,2019,2.092,4
Guyana,2019,2.092,5
Guyana,2019,2.092,6
Guyana,2019,2.092,7
Guyana,2019,2.092,8
Guyana,2019,2.092,9
Guyana,2019,2.092,10
Guyana,2019,2.092,11
Guyana,2019,2.092,12
Suriname,2019,4.392,1
Suriname,2019,4.392,2
Suriname,2019,4.392,3
Suriname,2019,4.392,4
Suriname,2019,4.392,5
Suriname,2019,4.392,6
Suriname,2019,4.392,7
Suriname,2019,4.392,8
Suriname,2019,4.392,9
Suriname,2019,4.392,10
Suriname,2019,4.392,11
Suriname,2019,4.392,12
St. Lucia,2019,0.539,1
St. Lucia,2019,0.539,2
St. Lucia,2019,0.539,3
St. Lucia,2019,0.539,4
St. Lucia,2019,0.539,5
St. Lucia,2019,0.539,6
St. Lucia,2019,0.539,7
St. Lucia,2019,0.539,8
St. Lucia,2019,0.539,9
St. Lucia,2019,0.539,10
St. Lucia,2019,0.539,11
St. Lucia,2019,0.539,12
Puerto Rico,2019,0.084,1
Puerto Rico,2019,0.084,2
Puerto Rico,2019,0.084,3
Puerto Rico,2019,0.084,4
Puerto Rico,2019,0.084,5
Puerto Rico,2019,0.084,6
Puerto Rico,2019,0.084,7
Puerto Rico,2019,0.084,8
Puerto Rico,2019,0.084,9
Puerto Rico,2019,0.084,10
Puerto Rico,2019,0.084,11
Puerto Rico,2019,0.084,12
St. Vincent And The Grenadines,2019,0.906,1
St. Vincent And The Grenadines,2019,0.906,2
St. Vincent And The Grenadines,2019,0.906,3
St. Vincent And The Grenadines,2019,0.906,4
St. Vincent And The Grenadines,2019,0.906,5
St. Vincent And The Grenadines,2019,0.906,6
St. Vincent And The Grenadines,2019,0.906,7
St. Vincent And The Grenadines,2019,0.906,8
St. Vincent And The Grenadines,2019,0.906,9
St. Vincent And The Grenadines,2019,0.906,10
St. Vincent And The Grenadines,2019,0.906,11
St. Vincent And The Grenadines,2019,0.906,12
St. Kitts And Nevis,2019,-0.331,1
St. Kitts And Nevis,2019,-0.331,2
St. Kitts And Nevis,2019,-0.331,3
St. Kitts And Nevis,2019,-0.331,4
St. Kitts And Nevis,2019,-0.331,5
St. Kitts And Nevis,2019,-0.331,6
St. Kitts And Nevis,2019,-0.331,7
St. Kitts And Nevis,2019,-0.331,8
St. Kitts And Nevis,2019,-0.331,9
St. Kitts And Nevis,2019,-0.331,10
St. Kitts And Nevis,2019,-0.331,11
St. Kitts And Nevis,2019,-0.331,12
Trinidad And Tobago,2019,1.001,1
Trinidad And Tobago,2019,1.001,2
Trinidad And Tobago,2019,1.001,3
Trinidad And Tobago,2019,1.001,4
Trinidad And Tobago,2019,1.001,5
Trinidad And Tobago,2019,1.001,6
Trinidad And Tobago,2019,1.001,7
Trinidad And Tobago,2019,1.001,8
Trinidad And Tobago,2019,1.001,9
Trinidad And Tobago,2019,1.001,10
Trinidad And Tobago,2019,1.001,11
Trinidad And Tobago,2019,1.001,12
Cyprus,2019,0.547,1
Cyprus,2019,0.547,2
Cyprus,2019,0.547,3
Cyprus,2019,0.547,4
Cyprus,2019,0.547,5
Cyprus,2019,0.547,6
Cyprus,2019,0.547,7
Cyprus,2019,0.547,8
Cyprus,2019,0.547,9
Cyprus,2019,0.547,10
Cyprus,2019,0.547,11
Cyprus,2019,0.547,12
"Iran, Islamic Republic Of",2019,34.787,1
"Iran, Islamic Republic Of",2019,34.787,2
"Iran, Islamic Republic Of",2019,34.787,3
"Iran, Islamic Republic Of",2019,34.787,4
"Iran, Islamic Republic Of",2019,34.787,5
"Iran, Islamic Republic Of",2019,34.787,6
"Iran, Islamic Republic Of",2019,34.787,7
"Iran, Islamic Republic Of",2019,34.787,8
"Iran, Islamic Republic Of",2019,34.787,9
"Iran, Islamic Republic Of",2019,34.787,10
"Iran, Islamic Republic Of",2019,34.787,11
"Iran, Islamic Republic Of",2019,34.787,12
Israel,2019,0.842,1
Israel,2019,0.842,2
Israel,2019,0.842,3
Israel,2019,0.842,4
Israel,2019,0.842,5
Israel,2019,0.842,6
Israel,2019,0.842,7
Israel,2019,0.842,8
Israel,2019,0.842,9
Israel,2019,0.842,10
Israel,2019,0.842,11
Israel,2019,0.842,12
Iraq,2019,-0.199,1
Iraq,2019,-0.199,2
Iraq,2019,-0.199,3
Iraq,2019,-0.199,4
Iraq,2019,-0.199,5
Iraq,2019,-0.199,6
Iraq,2019,-0.199,7
Iraq,2019,-0.199,8
Iraq,2019,-0.199,9
Iraq,2019,-0.199,10
Iraq,2019,-0.199,11
Iraq,2019,-0.199,12
Kuwait,2019,1.092,1
Kuwait,2019,1.092,2
Kuwait,2019,1.092,3
Kuwait,2019,1.092,4
Kuwait,2019,1.092,5
Kuwait,2019,1.092,6
Kuwait,2019,1.092,7
Kuwait,2019,1.092,8
Kuwait,2019,1.092,9
Kuwait,2019,1.092,10
Kuwait,2019,1.092,11
Kuwait,2019,1.092,12
Saudi Arabia,2019,-2.093,1
Saudi Arabia,2019,-2.093,2
Saudi Arabia,2019,-2.093,3
Saudi Arabia,2019,-2.093,4
Saudi Arabia,2019,-2.093,5
Saudi Arabia,2019,-2.093,6
Saudi Arabia,2019,-2.093,7
Saudi Arabia,2019,-2.093,8
Saudi Arabia,2019,-2.093,9
Saudi Arabia,2019,-2.093,10
Saudi Arabia,2019,-2.093,11
Saudi Arabia,2019,-2.093,12
Lebanon,2019,2.891,1
Lebanon,2019,2.891,2
Lebanon,2019,2.891,3
Lebanon,2019,2.891,4
Lebanon,2019,2.891,5
Lebanon,2019,2.891,6
Lebanon,2019,2.891,7
Lebanon,2019,2.891,8
Lebanon,2019,2.891,9
Lebanon,2019,2.891,10
Lebanon,2019,2.891,11
Lebanon,2019,2.891,12
Oman,2019,0.472,1
Oman,2019,0.472,2
Oman,2019,0.472,3
Oman,2019,0.472,4
Oman,2019,0.472,5
Oman,2019,0.472,6
Oman,2019,0.472,7
Oman,2019,0.472,8
Oman,2019,0.472,9
Oman,2019,0.472,10
Oman,2019,0.472,11
Oman,2019,0.472,12
Qatar,2019,-0.9,1
Qatar,2019,-0.9,2
Qatar,2019,-0.9,3
Qatar,2019,-0.9,4
Qatar,2019,-0.9,5
Qatar,2019,-0.9,6
Qatar,2019,-0.9,7
Qatar,2019,-0.9,8
Qatar,2019,-0.9,9
Qatar,2019,-0.9,10
Qatar,2019,-0.9,11
Qatar,2019,-0.9,12
United Arab Emirates,2019,-1.934,1
United Arab Emirates,2019,-1.934,2
United Arab Emirates,2019,-1.934,3
United Arab Emirates,2019,-1.934,4
United Arab Emirates,2019,-1.934,5
United Arab Emirates,2019,-1.934,6
United Arab Emirates,2019,-1.934,7
United Arab Emirates,2019,-1.934,8
