country_imf,country_display,date,year,month,log_exports,log_imports,exchange_rate,trade_balance,exports_mom_pct,imports_mom_pct,anomaly,anomaly_score,is_anomaly
"Afghanistan, Islamic Republic Of","Afghanistan, Islamic Republic Of",2018-05-01,2018,5,18.85662337777746,14.191896262234447,70.6885583333333,153184999.0,100.34206564576537,-60.57054140381632,1,0.11320638775879943,False
"Afghanistan, Islamic Republic Of","Afghanistan, Islamic Republic Of",2018-06-01,2018,6,18.659988255734614,15.091381329896162,71.504064,123455094.0,-17.8509678809329,145.8337908920198,1,0.13185408593779313,False
"Afghanistan, Islamic Republic Of","Afghanistan, Islamic Republic Of",2018-07-01,2018,7,18.641919113559904,13.16347844897331,72.9134615384615,124241093.0,-1.7906874184725141,-85.45473276419963,1,0.11415824897366056,False
"Afghanistan, Islamic Republic Of","Afghanistan, Islamic Republic Of",2018-08-01,2018,8,18.172900870338456,14.685366908632043,72.9134615384615,75666606.0,-37.43838332029065,358.0874689290479,1,0.11516142946639202,False
"Afghanistan, Islamic Republic Of","Afghanistan, Islamic Republic Of",2018-09-01,2018,9,18.00078516056457,13.88317107559522,72.4363,64641541.0,-15.811824844071365,-55.16568359488756,1,0.14403659980526773,False
"Afghanistan, Islamic Republic Of","Afghanistan, Islamic Republic Of",2018-10-01,2018,10,18.753664889966796,15.005960945126477,75.7485625,136223956.0,112.31052073013292,207.34186229732495,1,0.1026590072711201,False
"Afghanistan, Islamic Republic Of","Afghanistan, Islamic Republic Of",2018-11-01,2018,11,18.326756890753096,15.040917892602163,75.5280208333333,87629655.0,-34.747642034155255,3.557513453452743,1,0.15140165196255345,False
"Afghanistan, Islamic Republic Of","Afghanistan, Islamic Republic Of",2018-12-01,2018,12,17.923853237785043,13.85343235096283,75.81248,59807143.0,-33.16235113300725,-69.50130257884773,1,0.14049794455813053,False
"Afghanistan, Islamic Republic Of","Afghanistan, Islamic Republic Of",2019-01-01,2019,1,17.916755722834132,14.376616663396122,75.4396807692308,58662858.0,-0.7072387191541574,68.73929498800845,1,0.14811286376262156,False
"Afghanistan, Islamic Republic Of","Afghanistan, Islamic Republic Of",2019-02-01,2019,2,17.80429584403625,14.936244025838644,74.920028,50922165.0,-10.636680173307278,75.00206834496457,1,0.1546158463110765,False
"Afghanistan, Islamic Republic Of","Afghanistan, Islamic Republic Of",2019-03-01,2019,3,18.394812251035624,15.142467780605251,74.957864,93676767.0,80.49202631330408,22.902824881598338,1,0.1369451136166948,False
"Afghanistan, Islamic Republic Of","Afghanistan, Islamic Republic Of",2019-04-01,2019,4,18.345748781642747,15.412966573311284,76.665536,87840213.0,-4.787930323321998,31.061809683105835,1,0.15154931907494612,False
"Afghanistan, Islamic Republic Of","Afghanistan, Islamic Republic Of",2019-05-01,2019,5,17.336316123500843,16.025670335927206,78.39874,24694482.0,-63.55743319782376,84.5414392665279,1,0.1527880098955262,False
"Afghanistan, Islamic Republic Of","Afghanistan, Islamic Republic Of",2019-06-01,2019,6,17.982224695298395,14.857826531666626,79.8571304347826,61667378.0,90.77195691166129,-68.89632004310108,1,0.13698204131737785,False
"Afghanistan, Islamic Republic Of","Afghanistan, Islamic Republic Of",2019-07-01,2019,7,17.780486043569653,14.548574843755626,80.4296148148148,50637528.0,-18.269150063576735,-26.60040849488817,1,0.15700410930997027,False
"Afghanistan, Islamic Republic Of","Afghanistan, Islamic Republic Of",2019-08-01,2019,8,17.400650903451503,15.605911771847694,78.7802454545455,30066562.0,-31.602584617728535,187.86955042835564,1,0.15088825536698908,False
"Afghanistan, Islamic Republic Of","Afghanistan, Islamic Republic Of",2019-09-01,2019,9,17.781632506264824,13.76572665019519,78.2507666666667,51828017.0,46.37206896797495,-84.12121121088545,1,0.13655809299331323,False
"Afghanistan, Islamic Republic Of","Afghanistan, Islamic Republic Of",2019-10-01,2019,10,17.931854744081853,14.465235491275122,78.219244,59419590.0,16.209247799868166,101.27649421820118,1,0.14578470876303534,False
"Afghanistan, Islamic Republic Of","Afghanistan, Islamic Republic Of",2019-11-01,2019,11,17.884206300158684,13.831668315491566,78.244784,57464350.0,-4.653107479965268,-46.93049081128953,1,0.15096962447964163,False
