country_imf,country_display,date,year,month,log_exports,log_imports,trade_balance,exports_mom_pct,imports_mom_pct,export_import_ratio,log_exports_z,log_imports_z,trade_balance_z,exports_mom_pct_z,imports_mom_pct_z,export_import_ratio_z,anomaly,anomaly_score,is_anomaly
Australia,Australia,2017-02-01,2017,2,21.347799763241383,20.309397797389853,1206287237.0,14.002558032763645,-23.413831727785073,2.824699442290136,-1.2638035271144146,-1.8843819263608945,-0.06406189217728193,0.9103834033556243,-1.1144817143515409,1.3660515393068071,1,0.05582228151386531,False
Australia,Australia,2017-03-01,2017,3,21.49131694144925,20.612559113531162,1260359942.0,15.432663998240193,35.41328908523735,2.4079068149112763,-0.4121423804322488,-0.7095866780090335,0.07468381906287633,1.0141082138694881,1.3249007090422023,0.45107774407412665,1,0.131899261994746,False
Australia,Australia,2017-04-01,2017,4,21.42840809554733,20.575586080296624,1161427268.0,-6.0970933892666395,-3.6297877112774546,2.346258697558372,-0.7854567146904179,-0.852862688002488,-0.17916854913325353,-0.5474334196446813,-0.29409736491328925,0.3157432678909295,1,0.16130030630828107,False
Australia,Australia,2017-05-01,2017,5,21.459418154915046,20.556096096231705,1241830527.0,3.1495880046246816,-1.9301282268205044,2.4677876459873245,-0.6014364946054059,-0.9283892788002636,0.027139002079167873,0.12322336986381355,-0.22361763694365283,0.5825325435889364,1,0.1632840446432281,False
Australia,Australia,2017-06-01,2017,6,21.5190071308494,20.544050945865383,1380156910.0,6.140019588181489,-1.1972897944905303,2.6510510545687542,-0.24782296758661615,-0.9750660302939916,0.3820720943410315,0.34011775171176506,-0.19322904803590826,0.9848458415269249,1,0.1571483358851613,False
Australia,Australia,2017-07-01,2017,7,21.410306165083014,20.627435161107524,1079205659.0,-10.300138935761128,8.69593547849914,2.187744281533504,-0.8928773806268006,-0.6519397782349878,-0.39014182335756314,-0.8522780349498186,0.21701302242529674,-0.032239223405705515,1,0.15694715519171337,False
Australia,Australia,2017-08-01,2017,8,21.419429748593966,20.674406366825377,1053727623.0,0.9165330267006055,4.809182964623093,2.106490689044608,-0.8387361155056736,-0.4699193608906794,-0.45551617860430654,-0.038738897299398015,0.05584117455318698,-0.21061307892085146,1,0.16628514384594828,False
Australia,Australia,2017-09-01,2017,9,21.429185271402613,20.61902213408761,1124702642.0,0.9803263043513866,-5.387845282462167,2.2482747356495056,-0.7808447895651499,-0.6845415108473444,-0.2734006456114824,-0.034112005449338054,-0.36699868456299967,0.10064167633087372,1,0.16870678757148944,False
Australia,Australia,2017-10-01,2017,10,21.572226147126447,20.39141518194576,1619621125.0,15.377696224653036,-20.35627639519951,3.2570144606309634,0.0679898779123431,-1.5665523467663294,0.9965157924460398,1.0101214310454638,-0.9876941606895241,2.315101227529426,1,0.05853858341241153,False
Australia,Australia,2017-11-01,2017,11,21.37785238397258,20.44203400489412,1169493410.0,-17.664989125812824,5.192184845713199,2.5492988992172605,-1.0854649494448796,-1.3703968694323516,-0.15847155221486167,-1.3864466272551792,0.0717231018674186,0.7614720348918229,1,0.10699494085859856,False
Australia,Australia,2017-12-01,2017,12,21.533783569880985,20.561637654145393,1398314632.0,16.874577423151216,12.705005607612652,2.643611345964895,-0.1601364678472445,-0.9069149166081149,0.4286631804239465,1.1186894130161225,0.3832570111154161,0.9685136466426071,1,0.13749456508376123,False
Australia,Australia,2018-01-01,2018,1,21.38846398627293,20.556591353316563,1098400751.0,-13.525410972562312,-0.503358964919387,2.297617309613335,-1.0224934675908934,-0.9264700838402715,-0.34088893889653477,-1.0862052675807161,-0.1644538395043331,0.20896211964139358,1,0.14583946434498568,False
Australia,Australia,2018-02-01,2018,2,21.394794263680296,20.211484097914525,1357799908.0,0.6350355961897147,-29.18556032622942,3.2651645738433057,-0.9849282688955566,-2.2638120936271884,0.3247060324122332,-0.059155753353943664,-1.3538178079943801,2.332992954800058,1,0.022028214533468038,False
Australia,Australia,2018-03-01,2018,3,21.468971717055982,20.543023447185885,1272861080.0,7.699790549332186,39.31109637569572,2.524260808081429,-0.54474364578096,-0.979047740697306,0.10676061794174449,0.4532470940793929,1.4865309649974674,0.7065065778106701,1,0.11423288238135482,False
Australia,Australia,2018-04-01,2018,4,21.504105352799577,20.58922387057272,1308751053.0,3.5758113874179154,4.728429024492575,2.4964793589078664,-0.33625325544479084,-0.8000142196744607,0.19885106968213878,0.15413712079140607,0.05249255338234483,0.6455186996246858,1,0.1640017802239026,False
Australia,Australia,2018-05-01,2018,5,21.482707009559082,20.57050332317067,1278748087.0,-2.117102301612439,-1.8546406341007682,2.4898032395306413,-0.46323552870899515,-0.8725591288152557,0.1218661498971144,-0.25876682333673884,-0.2204873952401686,0.6308627919076484,1,0.16268132104751754,False
Australia,Australia,2018-06-01,2018,6,21.58145901111127,20.496942610819918,1561434429.0,10.379252682789186,-7.092026261832929,2.958008982965057,0.12277963636959767,-1.1576178442047849,0.8472139492844137,0.6475870302667708,-0.4376659052242345,1.6587024365626846,1,0.12184785240482793,False
Australia,Australia,2018-07-01,2018,7,21.43646472064332,20.631502664766305,1128186991.0,-13.497276805987246,14.403336083819273,2.23661163229854,-0.7376470054046045,-0.6361775958041568,-0.26446011858931967,-1.0841647117286246,0.4536816291404964,0.07503797502661881,1,0.1508827614803811,False
Australia,Australia,2018-08-01,2018,8,21.5274629315996,20.64614976391346,1309118975.0,9.526704582277201,1.4754893568809546,2.4140677031328446,-0.19764446593991844,-0.5794179052894373,0.19979512453515383,0.5857521786443647,-0.08239699653721341,0.464602578506883,1,0.16886223007969103,False
Australia,Australia,2018-09-01,2018,9,21.412959912897147,20.56902241898577,1136042330.0,-10.81907537411082,-7.422804634300306,2.325505639098775,-0.8771294824684613,-0.8782978530754186,-0.2443040232619719,-0.889916213543546,-0.4513822819002299,0.27018462933995774,1,0.15311670374522462,False
Australia,Australia,2018-10-01,2018,10,21.46544507384609,20.619955519306732,1198660964.0,5.388692330767997,5.225249563518264,2.329117767162009,-0.565671488967264,-0.6809245041188425,-0.08363022469359706,0.28562439297443065,0.07309419551153071,0.2781142382288396,1,0.1698077898990485,False
Australia,Australia,2018-11-01,2018,11,21.524122557445093,20.58763411102247,1354284275.0,6.0433178519325725,-3.180465397531318,2.551007673315616,-0.21746694934086222,-0.8061747746866459,0.3156852334519376,0.3331040271969959,-0.27546533024216013,0.765223261327377,1,0.1649855107289167,False
Australia,Australia,2018-12-01,2018,12,21.439402137049157,20.471152803007733,1269353924.0,-8.12308824332183,-10.995326656430604,2.633330341959641,-0.7202157581092012,-1.2575571902245783,0.09776157020314535,-0.694377728256744,-0.5995239435611991,0.9459440313577886,1,0.13795149957420721,False
Australia,Australia,2019-01-01,2019,1,21.31993273780207,20.596900555446652,934762740.0,-11.26088378137573,13.399608462840519,2.0606720818948827,-1.42917232224145,-0.7702659225375464,-0.7607693984023027,-0.9219603378484986,0.4120600865143889,-0.31119745139333294,1,0.12295352848703767,False
Australia,Australia,2019-02-01,2019,2,21.309885527309646,20.45113994918636,1036142312.0,-0.9996905893201569,-13.563539826085991,2.3601981535462193,-1.4887945842994539,-1.3351099791970062,-0.5006385094008586,-0.17772155751626711,-0.7060199606873482,0.34634418573558706,1,0.1135084470802048,False
Australia,Australia,2019-03-01,2019,3,21.52216582865624,20.63604083423134,1306623297.0,23.649442769271566,20.30991893626193,2.425711770828005,-0.22907858987664168,-0.6185915132801759,0.19339143862492583,1.610066724381376,0.6986097200182322,0.49016449134106316,1,0.13720091976877652,False
Australia,Australia,2019-04-01,2019,4,21.461432361059583,20.62267179248368,1187796124.0,-5.892596695049567,-1.3280073040358054,2.3134977786681854,-0.589483771341672,-0.6703985410371419,-0.11150842966430309,-0.5326013852567196,-0.19864950701482129,0.2438240919669828,1,0.17174597259264252,False
Australia,Australia,2019-05-01,2019,5,21.41721655808114,20.74839259040595,976162636.0,-4.3252533780369635,13.396551869973727,1.9519404261811815,-0.8518696538981972,-0.18321172611632636,-0.6545409784298124,-0.4189228240228813,0.4119333388712666,-0.5498931699715462,1,0.1589477245985781,False
Australia,Australia,2019-06-01,2019,6,21.444468223408414,20.58115389302934,1189380782.0,2.7626388168727534,-15.400235033550159,2.371005984322262,-0.6901525352128698,-0.8312865844765989,-0.10744233936454083,0.09515815501472517,-0.7821821448006967,0.3700703298508946,1,0.15436670748979314,False
Australia,Australia,2019-07-01,2019,7,21.51731388570256,20.71489803937663,1220666845.0,7.556452397961544,14.3100316000891,2.2309239943193275,-0.25787104072586403,-0.31300809953152664,-0.027165107758698293,0.4428508556542402,0.44981257496124066,0.06255205429314277,1,0.16997154736116676,False
Australia,Australia,2019-08-01,2019,8,21.497603832467803,20.759912946991633,1131828767.0,-1.9517080061238645,4.604345385199493,2.091101343884661,-0.3748346457011997,-0.13856862867749375,-0.25511564800481057,-0.24677086473383225,0.04734718089871873,-0.24439689999200304,1,0.172790562586002,False
Australia,Australia,2019-09-01,2019,9,21.4539120879445,20.51434285360532,1264964335.0,-4.275101077808308,-21.77415494808732,2.5588789056427594,-0.6341106550675978,-1.0901893120798893,0.08649827853210772,-0.41528530487141174,-1.0464892873695268,0.7825027687908765,1,0.13527873769041776,False
Australia,Australia,2019-10-01,2019,10,21.642333932373287,20.60067238237998,1622329831.0,20.73427188391419,9.016551013733153,2.833921809477967,0.48402423366167174,-0.7556495314515104,1.0034660890977514,1.3986309601801774,0.23030797703989853,1.386297157277417,1,0.12173933622786409,False
Australia,Australia,2019-11-01,2019,11,21.51397748404142,20.599422077023696,1321447154.0,-12.046018728426455,-0.12495240516112727,2.4956654515657957,-0.2776699505149343,-0.7604946509088545,0.23142812613274327,-0.9789057499903967,-0.14876246623952336,0.6437319504337858,1,0.1605106855915343,False
Australia,Australia,2019-12-01,2019,12,21.723155203791766,20.570654380074142,1859517906.0,23.26640479173423,-2.835784634440952,3.1661008800416774,0.9636346716043547,-0.8719737608181465,1.612069416110132,1.582285187489154,-0.2611724635584918,2.115521056466663,1,0.05267688281915145,False
Australia,Australia,2020-01-01,2020,1,21.254722194445545,20.64655953004276,775246543.0,-37.401759140701486,7.886023946843457,1.8370530141266241,-1.8161454137158834,-0.5778300005139654,-1.1700736528702491,-2.8179438584885728,0.1834284456600265,-0.8021024571009637,1,0.037832332824557224,False
Australia,Australia,2020-02-01,2020,2,21.482839239564903,20.412075658865483,1404789689.0,25.623235284403023,-20.902100887726082,2.917606480242662,-0.46245084801927,-1.4864899218405188,0.4452775959370148,1.7532248256466003,-1.010327848262967,1.5700078944224134,1,0.06481992629557454,False
Australia,Australia,2020-03-01,2020,3,21.484246212895506,20.829036832945654,1028806269.0,0.14079635826000914,51.734360023665694,1.9255456466547904,-0.45410157209944196,0.1292967236702556,-0.5194621377679504,-0.09500265738786427,2.001686059539096,-0.607836929076573,1,0.11910026284580755,False
Australia,Australia,2020-04-01,2020,4,21.19234478693302,21.49037384397754,-555008051.0,-25.315784852700396,93.7380904027733,0.7422797708583895,-2.186306080700528,2.6920761310446983,-4.583387630320017,-1.9413546943558242,3.7434534652470237,-3.2054291080827335,-1,-0.17054509230811776,True
Australia,Australia,2020-05-01,2020,5,21.281836928519425,21.17721060260912,173661708.0,9.361873922877905,-26.886944804980395,1.1102956441854122,-1.6552408739130167,1.478521932900891,-2.7136863832370444,0.5737971002615051,-1.2585011883267783,-2.397533626721888,-1,-0.06428083063996104,True
Australia,Australia,2020-06-01,2020,6,21.27091339100828,20.538555195761692,897835620.0,-1.0864092328954023,-47.1998105606154,2.079979828586287,-1.720063444972033,-0.996362880400474,-0.8555210763228114,-0.18401121373056334,-2.10081417268218,-0.26881166741552015,1,0.04715160245344385,False
