country_imf,date,year,actual,predicted,residual,residual_z,xgb_anomaly
Australia,2023-01-01,2023,21.65207044504108,21.6121704334713,0.03990001156978096,0.24029751171932234,False
Australia,2023-02-01,2023,21.677888956760583,21.637247883106,0.04064107365458369,0.24807923419976186,False
Australia,2023-03-01,2023,21.816537273286563,21.770091733140266,0.04644554014629776,0.30903060158425416,False
Australia,2023-04-01,2023,21.605015397735446,21.75609849238375,-0.15108309464830327,-1.7651721533992824,False
Australia,2023-05-01,2023,21.74622990778864,21.683124768833512,0.0631051389551267,0.4839692163432012,False
Australia,2023-06-01,2023,21.77805692442534,21.806466896745253,-0.02840997231991338,-0.4770099152480092,False
Australia,2023-07-01,2023,21.850113976442593,21.717413270959437,0.13270070548315616,1.2147762508634654,False
Australia,2023-08-01,2023,21.77477056023147,21.74047598382631,0.034294576405159205,0.18143612651595625,False
Australia,2023-09-01,2023,21.78008045110664,21.76962526024086,0.010455190865780395,-0.06889577708025967,False
Australia,2023-10-01,2023,21.788478124003646,21.804419056531756,-0.015940932528110352,-0.3460753967411051,False
Australia,2023-11-01,2023,21.7115897274938,21.786357668872068,-0.07476794137826914,-0.9638042842582042,False
Australia,2023-12-01,2023,21.832106328088816,21.715045817818055,0.11706051027076114,1.05054215876961,False
Australia,2024-01-01,2024,21.631882788135506,21.70570753991618,-0.07382475178067338,-0.953900067262834,False
Australia,2024-02-01,2024,21.70132633762348,21.625114233025048,0.07621210459843297,0.6216024474698687,False
Australia,2024-03-01,2024,21.847226689200852,21.82803369264832,0.01919299655253326,0.022857910413301537,False
Australia,2024-04-01,2024,21.64012357204385,21.674381166910507,-0.034257594866655694,-0.5384144544388418,False
Australia,2024-05-01,2024,21.82352564437653,21.62038039477657,0.2031452495999595,1.9544982037467569,False
Australia,2024-06-01,2024,21.870091047656214,21.80108346830175,0.06900757935446222,0.545949385193953,False
Australia,2024-07-01,2024,21.820273028802234,21.774747295608275,0.04552573319395847,0.29937192036783694,False
Australia,2024-08-01,2024,21.925046066435936,21.78576226748948,0.1392837989464546,1.2839038009631585,False
Australia,2024-09-01,2024,21.807386209892865,21.827441633578555,-0.020055423685690243,-0.389280721899566,False
Australia,2024-10-01,2024,21.634985052545026,21.824231929270475,-0.1892468767254485,-2.1659212498901246,True
Australia,2024-11-01,2024,21.900908928870045,21.805827653782647,0.09508127508739861,0.8197432661575718,False
Australia,2024-12-01,2024,21.71583760399022,21.85191340489984,-0.13607580090961946,-1.6075840140897915,False
Belgium,2023-01-01,2023,22.030214930770505,21.75661231332715,0.27360261744335546,2.237393536771301,True
Belgium,2023-02-01,2023,21.90215914550483,21.90391924118891,-0.0017600956840801985,-0.16672494870975943,False
Belgium,2023-03-01,2023,22.16203013522566,21.94379942778956,0.21823070743609918,1.7539561428230823,False
Belgium,2023-04-01,2023,22.049960933094948,21.889824208447116,0.16013672464783113,1.2467530566454048,False
Belgium,2023-05-01,2023,21.96922540067854,21.907147092426083,0.06207830825245608,0.3906311480701512,False
Belgium,2023-06-01,2023,21.964636164771118,21.836499469209024,0.12813669556209462,0.9673693282269995,False
Belgium,2023-07-01,2023,21.880223275171666,21.92142330732639,-0.04120003215472323,-0.5110645263467304,False
Belgium,2023-08-01,2023,21.69315619771288,21.932863618639963,-0.23970742092708264,-2.244179650874662,True
Belgium,2023-09-01,2023,21.735482415790234,21.75527632610543,-0.019793910315197394,-0.3241733796392699,False
Belgium,2023-10-01,2023,21.71158763386651,21.8126231778909,-0.10103554402438775,-1.0334724389514718,False
Belgium,2023-11-01,2023,21.722837692759168,21.61513026966026,0.10770742309890835,0.7890067931696638,False
Belgium,2023-12-01,2023,21.674894574395505,21.595940131750464,0.07895444264504192,0.5379721812691588,False
Belgium,2024-01-01,2024,21.679036376482888,21.767690049791373,-0.08865367330848528,-0.9253696245404242,False
Belgium,2024-02-01,2024,21.754648857707007,21.72686097981594,0.02778787789106829,0.09125053632856933,False
Belgium,2024-03-01,2024,21.90749348579263,21.82947571472772,0.07801777106491059,0.5297943512534575,False
Belgium,2024-04-01,2024,21.81211569679666,21.777278161553575,0.03483753524308497,0.15279921648138026,False
Belgium,2024-05-01,2024,21.84287561786014,21.81105299901026,0.0318226188498798,0.12647678469400164,False
Belgium,2024-06-01,2024,21.88663888892947,21.89772791345512,-0.011089024525652746,-0.2481733409885737,False
Belgium,2024-07-01,2024,21.812251848320326,21.78215827278313,0.03009357553719738,0.11138096818708963,False
Belgium,2024-08-01,2024,21.777339378700052,21.860007382836226,-0.08266800413617403,-0.8731103417141836,False
