country_imf,date,year,actual,predicted,residual,residual_z,xgb_anomaly
Germany,2024-11-01,2024,22.580732534576324,22.560684227088316,0.020048307488007566,-0.07708527152197475,False
Germany,2024-12-01,2024,22.36520295430079,22.528056548555934,-0.162853594255143,-2.258249258127546,True
"Hong Kong Special Administrative Region, People'S Republic Of China",2020-01-01,2020,21.40120806689798,21.561047619131653,-0.15983955223367374,-0.9109365463927751,False
"Hong Kong Special Administrative Region, People'S Republic Of China",2020-02-01,2020,21.396176184606567,21.572642570319893,-0.17646638571332574,-1.0006731795315564,False
"Hong Kong Special Administrative Region, People'S Republic Of China",2020-03-01,2020,21.605322249508013,21.541498524228256,0.06382372527975733,0.2961958583073121,False
"Hong Kong Special Administrative Region, People'S Republic Of China",2020-04-01,2020,21.22838999962842,21.54934244543636,-0.32095244580794,-1.7804784614119467,False
"Hong Kong Special Administrative Region, People'S Republic Of China",2020-05-01,2020,21.21043563824935,21.364491935291667,-0.15405629704231671,-0.8797237571331799,False
"Hong Kong Special Administrative Region, People'S Republic Of China",2020-06-01,2020,21.436988206593927,21.372754842242124,0.0642333643518036,0.29840672011527536,False
"Hong Kong Special Administrative Region, People'S Republic Of China",2020-07-01,2020,21.236847103239604,21.197791629951304,0.03905547328830039,0.1625191997200761,False
"Hong Kong Special Administrative Region, People'S Republic Of China",2020-08-01,2020,21.302067497317946,21.174645135749362,0.1274223615685841,0.6394438676027473,False
"Hong Kong Special Administrative Region, People'S Republic Of China",2020-09-01,2020,21.391389996324577,21.365223575718442,0.02616642060613472,0.0929557321204634,False
"Hong Kong Special Administrative Region, People'S Republic Of China",2020-10-01,2020,21.492282267021526,21.274498064913033,0.21778420210849347,1.1271354863465366,False
"Hong Kong Special Administrative Region, People'S Republic Of China",2020-11-01,2020,21.5138659517899,21.41090092231017,0.10296502947972996,0.5074452738899541,False
"Hong Kong Special Administrative Region, People'S Republic Of China",2020-12-01,2020,21.59270987427002,21.446719518413012,0.14599035585700904,0.7396571339244745,False
"Hong Kong Special Administrative Region, People'S Republic Of China",2021-01-01,2021,21.568540855195874,21.454866339857798,0.11367451533807582,0.5652454079173663,False
"Hong Kong Special Administrative Region, People'S Republic Of China",2021-02-01,2021,21.345469305259236,21.476652642226572,-0.13118333696733586,-0.7562761728677535,False
"Hong Kong Special Administrative Region, People'S Republic Of China",2021-03-01,2021,21.90941830548548,21.615784910279732,0.2936333952057488,1.5365009390751496,False
"Hong Kong Special Administrative Region, People'S Republic Of China",2021-04-01,2021,21.778377473079953,21.687496723134085,0.09088074994586748,0.4422252450369677,False
"Hong Kong Special Administrative Region, People'S Republic Of China",2021-05-01,2021,21.652926416357726,21.577994232699684,0.0749321836580421,0.35614928572627896,False
"Hong Kong Special Administrative Region, People'S Republic Of China",2021-06-01,2021,21.563722570524988,21.71769373205898,-0.15397116153399182,-0.8792642725363693,False
"Hong Kong Special Administrative Region, People'S Republic Of China",2021-07-01,2021,21.54617071826649,21.638046932580828,-0.09187621431433612,-0.544131819009273,False
"Hong Kong Special Administrative Region, People'S Republic Of China",2021-08-01,2021,21.564526132435205,21.579999831510005,-0.015473699074799896,-0.1317800330049832,False
"Hong Kong Special Administrative Region, People'S Republic Of China",2021-09-01,2021,21.50069708342858,21.56629435695631,-0.06559727352772882,-0.40230182645359497,False
"Hong Kong Special Administrative Region, People'S Republic Of China",2021-10-01,2021,21.80389022943731,21.673370183089677,0.13052004634763392,0.6561623728393198,False
"Hong Kong Special Administrative Region, People'S Republic Of China",2021-11-01,2021,21.561374577972593,21.72900625502484,-0.16763167705224546,-0.9529913998963899,False
"Hong Kong Special Administrative Region, People'S Republic Of China",2021-12-01,2021,21.70877752074853,21.547332484214596,0.16144503653393372,0.8230675446848541,False
"Hong Kong Special Administrative Region, People'S Republic Of China",2022-01-01,2022,21.45035089670552,21.63136050566678,-0.1810096089612614,-1.0251933961059585,False
"Hong Kong Special Administrative Region, People'S Republic Of China",2022-02-01,2022,21.448845916639666,21.602412833320233,-0.15356691668056754,-0.8770825238495632,False
"Hong Kong Special Administrative Region, People'S Republic Of China",2022-03-01,2022,21.43814915573751,21.542552896346454,-0.10440374060894442,-0.6117440936261733,False
"Hong Kong Special Administrative Region, People'S Republic Of China",2022-04-01,2022,21.553120569106042,21.49450136642952,0.0586192026765211,0.26810654496447583,False
"Hong Kong Special Administrative Region, People'S Republic Of China",2022-05-01,2022,21.43564534790044,21.455284739180765,-0.019639391280325214,-0.1542626779219353,False
"Hong Kong Special Administrative Region, People'S Republic Of China",2022-06-01,2022,21.48093750167041,21.47295156759065,0.007985934079762558,-0.005166117220134242,False
"Hong Kong Special Administrative Region, People'S Republic Of China",2022-07-01,2022,21.527088454364225,21.422796461038317,0.10429199332590855,0.5146070264869643,False
"Hong Kong Special Administrative Region, People'S Republic Of China",2022-08-01,2022,21.67248648557188,21.480461912978882,0.19202457259299877,0.9881082670956912,False
"Hong Kong Special Administrative Region, People'S Republic Of China",2022-09-01,2022,21.57654388886171,21.500884890203857,0.07565899865785397,0.3600719767833404,False
"Hong Kong Special Administrative Region, People'S Republic Of China",2022-10-01,2022,21.413310208770145,21.681508102251787,-0.26819789348164136,-1.4957570251685859,False
"Hong Kong Special Administrative Region, People'S Republic Of China",2022-11-01,2022,21.423318781236297,21.686374206785455,-0.2630554255491582,-1.4680026269032793,False
"Hong Kong Special Administrative Region, People'S Republic Of China",2022-12-01,2022,21.400966008906014,21.523089306070325,-0.12212329716431114,-0.7073782592017652,False
"Hong Kong Special Administrative Region, People'S Republic Of China",2023-01-01,2023,21.17583643890001,21.3797732261939,-0.2039367872938911,-1.1489336015672376,False
"Hong Kong Special Administrative Region, People'S Republic Of China",2023-02-01,2023,21.798497846928864,21.32038516323214,0.4781126836967253,2.532153554065113,True
"Hong Kong Special Administrative Region, People'S Republic Of China",2023-03-01,2023,21.568550368947502,21.560522930328883,0.008027438618618987,-0.0049421131978703665,False
"Hong Kong Special Administrative Region, People'S Republic Of China",2023-04-01,2023,21.344112666082978,21.271341466167165,0.07277119991581316,0.34448624684803497,False
"Hong Kong Special Administrative Region, People'S Republic Of China",2023-05-01,2023,21.34939674607922,21.630984601236822,-0.28158785515760343,-1.5680239471972834,False
"Hong Kong Special Administrative Region, People'S Republic Of China",2023-06-01,2023,21.78689741875684,21.44416319013785,0.3427342286189905,1.8015028999238434,False
"Hong Kong Special Administrative Region, People'S Republic Of China",2023-07-01,2023,21.300932673681505,21.397705756229765,-0.09677308254826045,-0.5705606918776033,False
